model_id,sample_name,outcome,model_stage,model_purpose,requested_model_status,mandatory_controls,suggested_predictors,predictors_used,n_predictors_used,n_complete,public_n_complete,n_outcome_yes,n_outcome_no,public_n_outcome_yes,public_n_outcome_no,weighted_total,weighted_outcome_yes,weighted_pct_yes,fit_status,skip_reason,warning_messages,n_parameters,residual_df,null_deviance,residual_deviance,dispersion,model_stage_rank,min_outcome_cell,n_coefficients_reviewed,n_significant_05,n_significant_10,n_extreme_or,n_very_extreme_or,n_or_missing,n_not_estimable_terms,n_wide_ci,n_very_wide_ci,n_possible_conceptual_overlap,n_candidate_for_interpretation,n_coefficients_requiring_review,model_sample_flag,outcome_cell_flag,parameter_pressure_flag,instability_flag,conceptual_review_flag,final_selection_class,suitability_score,selection_priority
strict_grade_10_12_age_15_19__a_H1CO16C_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO16C_yesno,M6_final_parsimonious_model,Combine theoretically defensible and empirically supported predictors.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1HS9; num_H1MO9; num_H1MO10; num_H1TS8; num_H1BC4; num_PA21; num_H1BC1; num_H1MO5; num_H1MO14,a_age_wave1; a_grade_wave1; num_H1HS9; num_H1MO9; num_H1MO10; num_H1TS8; num_H1BC4; num_PA21; num_H1BC1; num_H1MO5; num_H1MO14,1,1392,1392,22,1370,22,1370,4436468.09099508,58449.426850727,1.317476552335961,fitted,NA,NA,31,1361,195.2338724038757,132.8268636425909,0.6697883974308875,1,22,30,3,4,3,1,0,0,15,5,1,1,21,adequate_model_sample,small_outcome_cell_review,parameter_pressure_acceptable,very_extreme_or_review,possible_conceptual_overlap_review,review_before_reporting,0,3
strict_grade_10_12_age_15_19__a_H1CO16C_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO16C_yesno,M0_core_controls,Baseline model with mandatory controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,a_age_wave1; a_grade_wave1,1,1753,1753,25,1728,25,1728,5575335.593713314,66382.365302251,1.1906434004995683,fitted,NA,NA,4,1749,226.44842046122983,221.76549740990703,1.0068261748364715,2,25,3,0,0,0,0,0,0,0,0,0,0,0,adequate_model_sample,small_outcome_cell_review,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,usable_with_caution,85,2
strict_grade_10_12_age_15_19__a_H1CO16C_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO16C_yesno,M1_family_context,Assess family and household context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_PA21,a_age_wave1; a_grade_wave1; num_PA21,1,1422,1422,23,1399,23,1399,4543720.509844202,60626.608658878,1.3342944075791496,fitted,NA,NA,5,1417,201.5028509799474,192.3525256594864,0.8943676586814715,3,23,4,1,2,0,0,0,0,0,0,0,1,0,adequate_model_sample,small_outcome_cell_review,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,usable_with_caution,85,2
strict_grade_10_12_age_15_19__a_H1CO16C_yesno__M2_school_context,strict_grade_10_12_age_15_19,a_H1CO16C_yesno,M2_school_context,Assess school and educational context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_H1CO16C_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO16C_yesno,M3_knowledge_attitudes,"Assess knowledge, attitudes and perceptions net of core controls.",ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1HS9; num_H1MO9; num_H1MO10; num_H1TS8; num_H1BC4,a_age_wave1; a_grade_wave1; num_H1HS9; num_H1MO9; num_H1MO10; num_H1TS8; num_H1BC4,1,1710,1710,24,1686,24,1686,5418864.481715586,64205.1834941,1.18484571280094,fitted,NA,NA,18,1692,220.01714856201193,165.91573080204392,1.1760180454198812,5,24,17,4,5,3,1,0,0,4,7,1,0,12,adequate_model_sample,small_outcome_cell_review,parameter_pressure_acceptable,very_extreme_or_review,possible_conceptual_overlap_review,review_before_reporting,0,3
strict_grade_10_12_age_15_19__a_H1CO16C_yesno__M4_peers_relationships,strict_grade_10_12_age_15_19,a_H1CO16C_yesno,M4_peers_relationships,Assess peer and relationship context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_H1CO16C_yesno__M5_general_risk_behaviors,strict_grade_10_12_age_15_19,a_H1CO16C_yesno,M5_general_risk_behaviors,Assess general risk behaviors net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M6_final_parsimonious_model,Combine theoretically defensible and empirically supported predictors.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1BC4; num_H1BC3; num_H1SE1; num_H1SE2; num_H1BC1; num_H1BC8; num_H1SE3; num_H1BC5; num_H1BC2; num_H1BC7; num_H1PF6; num_H1PR8,a_age_wave1; a_grade_wave1; num_H1BC4; num_H1BC3; num_H1SE1; num_H1SE2; num_H1BC1; num_H1BC8; num_H1SE3; num_H1BC5; num_H1BC2; num_H1BC7; num_H1PF6; num_H1PR8,1,1716,1716,1179,537,1179,537,5445729.892363766,3762882.158895585,69.09784791515382,fitted,NA,NA,56,1660,2122.058882006951,1918.503001707704,0.9914817814476726,1,537,55,10,11,1,0,0,0,1,0,0,9,2,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,extreme_or_review,no_automatic_conceptual_overlap_flag,usable_with_caution,70,2
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M0_core_controls,Baseline model with mandatory controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,a_age_wave1; a_grade_wave1,1,1746,1746,1196,550,1196,550,5550713.269578143,3817666.47940329,68.77794427478028,fitted,NA,NA,4,1742,2168.063597443211,2162.596638409901,1.0003385949638,2,550,3,0,0,0,0,0,0,0,0,0,0,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M1_family_context,Assess family and household context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1PR8; num_H1PR7; num_H1PR3; num_H1WP13; num_H1RM1,a_age_wave1; a_grade_wave1; num_H1PR8; num_H1PR7; num_H1PR3; num_H1WP13; num_H1RM1,1,1026,1026,713,313,713,313,3354401.40754879,2346655.336985683,69.95749917421149,fitted,NA,NA,22,1004,1254.2316083597843,1187.1092372275589,0.9993376353322874,3,313,21,6,6,4,1,0,0,9,1,0,1,13,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,0,3
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M2_school_context,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M2_school_context,Assess school and educational context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1PR2; num_H1ED20,a_age_wave1; a_grade_wave1; num_H1PR2; num_H1ED20,1,1745,1745,1195,550,1195,550,5546873.851224841,3813827.061049988,68.75633308674999,fitted,NA,NA,13,1732,2167.4171460468897,2136.984809626454,1.001955091291605,4,550,12,0,0,0,0,0,0,1,0,0,0,1,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,wide_ci_review,no_automatic_conceptual_overlap_flag,usable_with_caution,90,2
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M3_knowledge_attitudes,"Assess knowledge, attitudes and perceptions net of core controls.",ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1BC4; num_H1BC3; num_H1SE1; num_H1SE2; num_H1BC1,a_age_wave1; a_grade_wave1; num_H1BC4; num_H1BC3; num_H1SE1; num_H1SE2; num_H1BC1,1,1730,1730,1185,545,1185,545,5497697.222603697,3782859.142310267,68.80806616190321,fitted,NA,NA,26,1704,2147.372058875246,1989.3839258743037,0.995839509038489,5,545,25,10,13,0,0,0,0,0,0,0,10,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M4_peers_relationships,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M4_peers_relationships,Assess peer and relationship context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1PF12,a_age_wave1; a_grade_wave1; num_H1PF12,1,1719,1719,1181,538,1181,538,5445237.376540792,3764491.606251324,69.13365471392545,fitted,NA,NA,8,1711,2124.7771294508243,2099.4497456447275,1.000271096814169,6,538,7,2,4,0,0,0,0,0,0,0,2,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
strict_grade_10_12_age_15_19__a_H1CO3_yesno__M5_general_risk_behaviors,strict_grade_10_12_age_15_19,a_H1CO3_yesno,M5_general_risk_behaviors,Assess general risk behaviors net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M6_final_parsimonious_model,Combine theoretically defensible and empirically supported predictors.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1BC1; num_H1BC3; num_H1BC4; num_H1SE2; num_H1BC5; num_H1SE1; num_H1BC7; num_H1SE3; num_H1MO10; num_H1BC2; num_H1MO9; num_H1PR8,a_age_wave1; a_grade_wave1; num_H1BC1; num_H1BC3; num_H1BC4; num_H1SE2; num_H1BC5; num_H1SE1; num_H1BC7; num_H1SE3; num_H1MO10; num_H1BC2; num_H1MO9; num_H1PR8,1,1681,1681,1165,516,1165,516,5329003.928455024,3722434.589272015,69.8523521327412,fitted,NA,NA,56,1625,2057.9142694134366,1735.3455177364804,1.005420778456977,1,516,55,7,13,0,1,0,0,1,0,0,6,1,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,55,3
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M0_core_controls,Baseline model with mandatory controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,a_age_wave1; a_grade_wave1,1,1738,1738,1197,541,1197,541,5527242.718663099,3821417.165391922,69.1378569732184,fitted,NA,NA,4,1734,2148.144356764334,2139.0061130832246,1.000057789612097,2,541,3,0,1,0,0,0,0,0,0,0,0,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M1_family_context,Assess family and household context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1PR8; num_H1PR3; num_H1PR7; num_H1RM1; num_H1WP8,a_age_wave1; a_grade_wave1; num_H1PR8; num_H1PR3; num_H1PR7; num_H1RM1; num_H1WP8,1,1572,1572,1093,479,1093,479,4984868.681098364,3491940.349924507,70.05079919487656,fitted,NA,NA,26,1546,1919.202191280104,1835.6269949099456,0.9968099387659876,3,479,25,10,12,0,2,0,0,4,2,0,8,6,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,0,3
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M2_school_context,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M2_school_context,Assess school and educational context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1PR2,a_age_wave1; a_grade_wave1; num_H1PR2,1,1737,1737,1196,541,1196,541,5523403.300309797,3817577.74703862,69.11640413482932,fitted,NA,NA,9,1728,2147.5091110863546,2122.2428788733287,0.9998890807282084,4,541,8,1,1,0,0,0,0,0,0,0,1,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M3_knowledge_attitudes,"Assess knowledge, attitudes and perceptions net of core controls.",ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1BC1; num_H1BC3; num_H1BC4; num_H1SE2; num_H1BC5,a_age_wave1; a_grade_wave1; num_H1BC1; num_H1BC3; num_H1BC4; num_H1SE2; num_H1BC5,1,1720,1720,1184,536,1184,536,5468226.008057077,3784393.367495405,69.20696697465222,fitted,NA,NA,25,1695,2123.975218205585,1901.7356123463987,0.9979383118202908,5,536,24,4,5,1,0,0,0,0,0,0,3,1,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,extreme_or_review,no_automatic_conceptual_overlap_flag,usable_with_caution,80,2
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M4_peers_relationships,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M4_peers_relationships,Assess peer and relationship context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_H1CO6_yesno__M5_general_risk_behaviors,strict_grade_10_12_age_15_19,a_H1CO6_yesno,M5_general_risk_behaviors,Assess general risk behaviors net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M6_final_parsimonious_model,Combine theoretically defensible and empirically supported predictors.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1MO2; num_H1MO3; num_H1PA3; num_H1MO10; num_H1BC6; num_H1PF6; num_H1RP5; num_H1WP1; num_H1WP14; num_H1WP8,a_age_wave1; a_grade_wave1; num_H1MO2; num_H1MO3; num_H1PA3; num_H1MO10; num_H1BC6; num_H1PF6; num_H1RP5; num_H1WP1; num_H1WP14; num_H1WP8,1,224,224,128,96,128,96,740632.583818658,439732.328038175,59.372533378283336,fitted,NA,NA,43,181,302.6123259098911,225.89757890100435,1.2658615816791996,1,96,42,4,8,4,2,0,0,15,9,0,1,25,small_model_sample_review,adequate_outcome_cell,high_parameter_pressure_review,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,0,3
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M0_core_controls,Baseline model with mandatory controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,a_age_wave1; a_grade_wave1,1,398,398,244,154,244,154,1291467.30798297,818368.427599058,63.367335939552056,fitted,NA,NA,4,394,522.9494520446625,515.8502146028177,1.0012448411262622,2,154,3,1,1,0,0,0,0,0,0,0,1,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M1_family_context,Assess family and household context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1WP1; num_H1WP14; num_H1WP8,a_age_wave1; a_grade_wave1; num_H1WP1; num_H1WP14; num_H1WP8,1,250,250,147,103,147,103,827550.438302883,497456.986218314,60.111983897740984,fitted,NA,NA,15,235,336.27749898996257,312.45561117329805,0.99782244728727,3,103,14,2,2,0,0,0,0,4,0,0,2,4,small_model_sample_review,adequate_outcome_cell,moderate_parameter_pressure_review,wide_ci_review,no_automatic_conceptual_overlap_flag,usable_with_caution,45,2
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M2_school_context,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M2_school_context,Assess school and educational context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M3_knowledge_attitudes,"Assess knowledge, attitudes and perceptions net of core controls.",ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1MO2; num_H1MO3; num_H1PA3; num_H1MO10; num_H1BC6,a_age_wave1; a_grade_wave1; num_H1MO2; num_H1MO3; num_H1PA3; num_H1MO10; num_H1BC6,1,345,345,207,138,207,138,1098731.195022556,684825.946197599,62.32879791708655,fitted,NA,NA,24,321,457.07775792385826,404.4650783806562,1.0071073386861724,5,138,23,1,3,0,0,0,0,4,0,0,1,4,adequate_model_sample,adequate_outcome_cell,moderate_parameter_pressure_review,wide_ci_review,no_automatic_conceptual_overlap_flag,usable_with_caution,55,2
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M4_peers_relationships,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M4_peers_relationships,Assess peer and relationship context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_H1CO8_yesno__M5_general_risk_behaviors,strict_grade_10_12_age_15_19,a_H1CO8_yesno,M5_general_risk_behaviors,Assess general risk behaviors net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M6_final_parsimonious_model,Combine theoretically defensible and empirically supported predictors.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1MO10; num_H1HS9; num_H1MO9; num_H1PA7; num_H1MO13; num_H1PR8; num_H1WP1; num_H1MO11; num_H1BC1; num_H1GI1Y; num_H1RP5; num_H1MO14,a_age_wave1; a_grade_wave1; num_H1MO10; num_H1HS9; num_H1MO9; num_H1PA7; num_H1MO13; num_H1PR8; num_H1WP1; num_H1MO11; num_H1BC1; num_H1GI1Y; num_H1RP5; num_H1MO14,1,811,811,128,683,128,683,2525574.417518565,379969.442014303,15.044872143883676,fitted,NA,NA,45,766,686.8953487707919,521.8824910288354,1.015153231697511,1,128,44,9,11,2,2,0,0,7,5,0,5,14,adequate_model_sample,adequate_outcome_cell,moderate_parameter_pressure_review,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,0,3
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M0_core_controls,Baseline model with mandatory controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,a_age_wave1; a_grade_wave1,1,892,892,161,731,161,731,2812035.548256034,498089.163101474,17.712761967407506,fitted,NA,NA,4,888,833.1456509099834,806.7162659452821,1.0069375517587704,2,161,3,1,1,0,0,0,0,0,0,0,1,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M1_family_context,Assess family and household context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1PR8; num_H1WP1; num_PA55; num_H1RM1; num_H1WP14,a_age_wave1; a_grade_wave1; num_H1PR8; num_H1WP1; num_PA55; num_H1RM1; num_H1WP14,1,379,379,53,326,53,326,1242519.131294217,165187.060190761,13.294528513110372,fitted,NA,NA,15,364,297.09617897639447,246.6868499013681,1.031939006509695,3,53,14,6,8,0,4,0,0,1,7,0,2,8,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,0,3
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M2_school_context,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M2_school_context,Assess school and educational context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M3_knowledge_attitudes,"Assess knowledge, attitudes and perceptions net of core controls.",ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1MO10; num_H1HS9; num_H1MO9; num_H1PA7; num_H1MO13,a_age_wave1; a_grade_wave1; num_H1MO10; num_H1HS9; num_H1MO9; num_H1PA7; num_H1MO13,1,855,855,143,712,143,712,2669944.64048065,434165.491957843,16.261217007094327,fitted,NA,NA,18,837,759.1992665125242,630.6096432511872,1.0569202118731311,5,143,17,6,7,1,0,0,0,0,0,0,5,1,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,extreme_or_review,no_automatic_conceptual_overlap_flag,usable_with_caution,80,2
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M4_peers_relationships,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M4_peers_relationships,Assess peer and relationship context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1PF12,a_age_wave1; a_grade_wave1; num_H1PF12,1,877,877,158,719,158,719,2752280.473438453,489272.227021404,17.776975556933376,fitted,NA,NA,8,869,820.8628038350162,779.8197880968312,1.011154213987084,6,158,7,2,2,0,1,0,0,1,0,0,1,1,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,55,3
strict_grade_10_12_age_15_19__a_H1FP7_yesno__M5_general_risk_behaviors,strict_grade_10_12_age_15_19,a_H1FP7_yesno,M5_general_risk_behaviors,Assess general risk behaviors net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M6_final_parsimonious_model,Combine theoretically defensible and empirically supported predictors.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1HS9; num_H1PA7; num_H1ED19; num_H1MO9; num_H1MO10; num_H1WP8; num_H1GI1Y; num_H1GH46; num_H1WP14; num_H1ED24; num_H1WP13; num_H1GI20,a_age_wave1; a_grade_wave1; num_H1HS9; num_H1PA7; num_H1ED19; num_H1MO9; num_H1MO10; num_H1WP8; num_H1GI1Y; num_H1GH46; num_H1WP14; num_H1ED24; num_H1WP13; num_H1GI20,1,2243,2243,120,2123,120,2123,7336349.390626708,368041.178063927,5.016680074345356,fitted,NA,glm.fit: algorithm did not converge,46,2197,892.7412990881229,1.2407772212950649e-8,5.350533132092431e-13,1,120,45,1,1,0,1,0,0,0,0,1,0,1,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,possible_conceptual_overlap_review,review_before_reporting,55,3
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M0_core_controls,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M0_core_controls,Baseline model with mandatory controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,a_age_wave1; a_grade_wave1,1,3237,3237,229,3008,229,3008,10342251.785029354,686968.901550983,6.642353288530319,fitted,NA,NA,4,3233,1581.519911511522,1535.2198418834291,1.0039148725422071,2,229,3,1,1,0,0,0,0,0,0,0,1,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
